Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,393",,,4,4,,,Brazil
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Brazil
040229 -- Other,,,,5,5,,,Brazil
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Brazil
040299 -- Other,560,,,6,6,,,Brazil
040310 - Yogurt,,,,12,12,,,Brazil
040390 - Other,"8,037",,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,,,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,"1,294",,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,"44,713",7.70,7.70,39,38,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","2,431,257",7.70,7.70,4,3,,,Brazil
040811 -- Dried,"29,361",0.00,0.00,2,1,,,Brazil
040819 -- Other,,0.00,0.00,3,2,,,Brazil
040891 -- Dried,"358,351",0.00,0.00,2,1,,,Brazil
040899 -- Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey.,"17,310,331",17.30,17.30,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included.","142,711",7.70,7.70,1,,,,Brazil
,2004,"39,540,565",5.34,5.34,175,166,,,Brazil
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6%","1,679",,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",485,,,4,4,,,Brazil
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Brazil
040229 -- Other,983,,,5,5,,,Brazil
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Brazil
040299 -- Other,"1,294",,,6,6,,,Brazil
040310 - Yogurt,,,,12,12,,,Brazil
040390 - Other,"7,327",,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,,,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,,,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,,7.70,7.70,39,38,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","204,957",7.70,7.70,4,3,,,Brazil
040811 -- Dried,"36,397",0.00,0.00,2,1,,,Brazil
040819 -- Other,,0.00,0.00,3,2,,,Brazil
040891 -- Dried,"726,761",0.00,0.00,2,1,,,Brazil
040899 -- Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey.,"38,546,577",17.30,17.30,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included.","14,106",7.70,7.70,1,,,,Brazil
,2003,"24,087,444",5.34,5.34,175,166,,,Brazil
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6%","2,658",,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,Brazil
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Brazil
040229 -- Other,,,,5,5,,,Brazil
040291 -- Not containing added sugar or other sweetening matter,249,,,8,8,,,Brazil
040299 -- Other,"2,794",,,6,6,,,Brazil
040310 - Yogurt,,,,12,12,,,Brazil
040390 - Other,"2,206",,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,,,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,,,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,"1,335",7.70,7.70,39,38,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","729,714",7.70,7.70,4,3,,,Brazil
040811 -- Dried,"95,801",0.00,0.00,2,1,,,Brazil
040819 -- Other,,0.00,0.00,3,2,,,Brazil
040891 -- Dried,"496,755",0.00,0.00,2,1,,,Brazil
040899 -- Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey.,"22,754,427",17.30,17.30,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included.","1,504",7.70,7.70,1,,,,Brazil
,2002,"8,449,936",5.34,5.34,175,166,,,Brazil
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6%",170,,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,Brazil
040221 -- Not containing added sugar or other sweetening matter,"1,201",,,5,5,,,Brazil
040229 -- Other,,,,5,5,,,Brazil
040291 -- Not containing added sugar or other sweetening matter,218,,,8,8,,,Brazil
040299 -- Other,"1,892",,,6,6,,,Brazil
040310 - Yogurt,"2,875",,,12,12,,,Brazil
040390 - Other,596,,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,"3,632",,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,,,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","2,506",,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,,7.70,7.70,39,38,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","607,640",7.70,7.70,4,3,,,Brazil
040811 -- Dried,"7,415",0.00,0.00,2,1,,,Brazil
040819 -- Other,,0.00,0.00,3,2,,,Brazil
040891 -- Dried,"1,095,006",0.00,0.00,2,1,,,Brazil
040899 -- Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey.,"6,692,899",17.30,17.30,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included.","33,887",7.70,7.70,1,,,,Brazil
,2001,"1,208,633",5.34,5.34,175,166,,,Brazil
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,Brazil
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,Brazil
040229 - - Other,,,,5,5,,,Brazil
040291 - - Not containing added sugar or other sweetening matter,"1,298",,,8,8,,,Brazil
040299 - - Other,,,,6,6,,,Brazil
040310 - Yogurt,537,,,12,12,,,Brazil
040390 - Other,,,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","19,271",,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,743,,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,,,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",260,7.70,7.70,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,"1,854",7.70,7.70,39,38,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked","39,294",7.70,7.70,4,3,,,Brazil
040811 - - Dried,,0.00,0.00,2,1,,,Brazil
040819 - - Other,,0.00,0.00,3,2,,,Brazil
040891 - - Dried,"471,362",0.00,0.00,2,1,,,Brazil
040899 - - Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey,"674,013",17.30,17.30,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included",,7.70,7.70,1,,,,Brazil
,2000,"205,306",5.59,5.59,175,166,,,Brazil
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,Brazil
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,Brazil
040229 - - Other,,,,5,5,,,Brazil
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Brazil
040299 - - Other,,,,6,6,,,Brazil
040310 - Yogurt,479,,,12,12,,,Brazil
040390 - Other,,,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,,,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,,,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",719,,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",,8.05,8.05,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,"31,097",8.05,8.05,39,38,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked","74,105",8.05,8.05,4,3,,,Brazil
040811 - - Dried,,0.00,0.00,2,1,,,Brazil
040819 - - Other,,0.00,0.00,3,2,,,Brazil
040891 - - Dried,,0.00,0.00,2,1,,,Brazil
040899 - - Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey,"98,905",18.10,18.10,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included",,8.05,8.05,1,,,,Brazil
,1999,"1,327,972",6.08,6.08,175,166,,,Brazil
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,Brazil
040221 - - Not containing added sugar or other sweetening matter,"90,655",,,5,5,,,Brazil
040229 - - Other,,,,5,5,,,Brazil
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Brazil
040299 - - Other,,,,6,6,,,Brazil
040310 - Yogurt,"2,569",,,12,12,,,Brazil
040390 - Other,"13,066",,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","90,645",,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,,,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,,,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",,8.75,8.75,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,"67,507",8.75,8.75,39,38,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked","1,018,779",8.75,8.75,4,3,,,Brazil
040811 - - Dried,,0.00,0.00,2,1,,,Brazil
040819 - - Other,,0.00,0.00,3,2,,,Brazil
040891 - - Dried,,0.00,0.00,2,1,,,Brazil
040899 - - Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey,"44,752",19.70,19.70,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included",,8.75,8.75,1,,,,Brazil
,1998,"11,540",6.32,6.32,175,166,,,Brazil
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",145,,,4,4,,,Brazil
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,Brazil
040229 - - Other,,,,5,5,,,Brazil
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Brazil
040299 - - Other,,,,6,6,,,Brazil
040310 - Yogurt,,,,12,12,,,Brazil
040390 - Other,,,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,,,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,,,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,271",,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",,9.10,9.10,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,,9.10,9.10,39,38,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,9.10,9.10,4,3,,,Brazil
040811 - - Dried,,0.00,0.00,2,1,,,Brazil
040819 - - Other,,0.00,0.00,3,2,,,Brazil
040891 - - Dried,,0.00,0.00,2,1,,,Brazil
040899 - - Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey,"10,123",20.50,20.50,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included",,9.10,9.10,1,,,,Brazil
,1997,"119,448",6.81,6.81,175,166,,,Brazil
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,Brazil
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,Brazil
040229 - - Other,,,,5,5,,,Brazil
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Brazil
040299 - - Other,,,,6,6,,,Brazil
040310 - Yogurt,,,,12,12,,,Brazil
040390 - Other,,,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,,,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,,,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",,9.80,9.80,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,,9.80,9.80,39,38,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked","119,426",9.80,9.80,4,3,,,Brazil
040811 - - Dried,,0.00,0.00,2,1,,,Brazil
040819 - - Other,,0.00,0.00,3,2,,,Brazil
040891 - - Dried,,0.00,0.00,2,1,,,Brazil
040899 - - Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey,23,22.10,22.10,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included",,9.80,9.80,1,,,,Brazil
,1996,"121,502",7.36,7.36,178,169,,,Brazil
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Brazil
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Brazil
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Brazil
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",673,,,4,4,,,Brazil
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,Brazil
040229 - - Other,,,,5,5,,,Brazil
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Brazil
040299 - - Other,,,,6,6,,,Brazil
040310 - Yogurt,,,,12,12,,,Brazil
040390 - Other,,,,18,18,,,Brazil
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","24,925",,,24,24,,,Brazil
040490 - Other,,,,6,6,,,Brazil
040510 - Butter,,,,5,5,,,Brazil
040520 - Dairy spreads,,,,3,3,,,Brazil
040590 - Other,,,,2,2,,,Brazil
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Brazil
"040620 - Grated or powdered cheese, of all kinds",,10.60,10.60,2,1,,,Brazil
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Brazil
040640 - Blue-veined cheese,,,,3,3,,,Brazil
040690 - Other cheese,"1,308",10.60,10.60,42,41,,,Brazil
"040700 Birds' eggs, in shell, fresh, preserved or cooked","61,583",10.60,10.60,4,3,,,Brazil
040811 - - Dried,63,0.00,0.00,2,1,,,Brazil
040819 - - Other,,0.00,0.00,3,2,,,Brazil
040891 - - Dried,,0.00,0.00,2,1,,,Brazil
040899 - - Other,,0.00,0.00,2,1,,,Brazil
040900 Natural honey,"32,950",23.80,23.80,1,,,,Brazil
"041000 Edible products of animal origin, not elsewhere specified or included",,10.60,10.60,1,,,,Brazil
